State,District,Candidate,Party,"Incumbent/
Challenger/Open",Receipts,"Contributions 
from Individuals","Contributions
from PACs and
Other Committees","Contributions and
Loans from 
 the Candidate",Disbursements,Cash On Hand,Debts,Coverage End Date
Illinois,12,"BOST, MICHAEL",Republican Party,Incumbent,"$1,910,253","$729,319","$1,043,157",$0,"$581,331","$1,336,331","$12,657",6/30/18
Illinois,12,"AUXIER, RANDY",Green Party,Challenger,"$8,443","$7,754",$0,$688,"$7,666","-$3,060",$0,6/30/18
Illinois,12,"BEQUETTE, DAVID ALLAN",Democratic Party,Challenger,"$14,684","$14,681",$0,$3,"$14,684",$0,$0,6/30/18
Illinois,12,"KELLY, BRENDAN",Democratic Party,Challenger,"$1,786,472","$1,251,124","$339,709","$3,516","$1,008,861","$777,612",$0,6/30/18
Illinois,12,"MCMAHAN, PAT",Democratic Party,Challenger,$575,$575,$0,$0,$44,$0,$0,2/8/18
Illinois,13,"DAVIS, RODNEY L",Republican Party,Incumbent,"$2,377,520","$698,180","$1,650,658",$0,"$1,182,810","$1,591,509",$0,6/30/18
Illinois,13,"EBEL, JONATHAN HANS",Democratic Party,Challenger,"$285,339","$281,435",$0,"$3,610","$285,679",$0,$0,6/30/18
Illinois,13,"GILL, DAVID MICHAEL DR.",Democratic Party,Challenger,"$89,691","$84,915",$258,$769,"$92,293",$414,$0,6/30/18
Illinois,13,"JONES, ERIK C",Democratic Party,Challenger,"$516,090","$463,074","$13,000","$39,615","$511,745","$4,345","$36,818",6/30/18
Illinois,13,"LONDRIGAN, BETSY DIRKSEN",Democratic Party,Challenger,"$1,348,944","$1,132,081","$144,013","$14,830","$690,294","$658,649",$0,6/30/18
Illinois,14,"HULTGREN, RANDY",Republican Party,Incumbent,"$1,440,428","$447,052","$984,896",$0,"$582,263","$1,020,364",$0,6/30/18
Illinois,14,"BROLLEY, MATT",Democratic Party,Challenger,"$166,694","$156,804","$3,850",$624,"$166,476",$2,$0,6/30/18
Illinois,14,"SWANSON, VICTOR",Democratic Party,Challenger,"$80,410","$78,088",$0,"$2,267","$80,410",$0,$0,6/30/18
Illinois,14,"UNDERWOOD, LAUREN A",Democratic Party,Challenger,"$1,129,203","$834,921","$168,718","$9,390","$477,318","$651,885",$0,6/30/18
Illinois,14,"WALZ, JIM",Democratic Party,Challenger,"$15,711","$14,711",$0,"$1,000","$16,905","-$1,000","$2,000",6/30/18
Illinois,14,"WEBER, GEORGE",Democratic Party,Challenger,"$17,255","$2,930",$0,"$14,325","$17,255",$0,"$8,990",4/3/18
Illinois,15,"SHIMKUS, JOHN M",Republican Party,Incumbent,"$1,482,588","$143,961","$1,328,287",$0,"$1,173,191","$1,145,687",$0,6/30/18
Illinois,15,"GAITHER, KEVIN",Democratic Party,Challenger,"$29,622","$24,763","$3,829",$30,"$18,262","$11,361",$0,6/30/18
Illinois,15,"MARCH, ANTHONY JAMES",Democratic Party,Challenger,$821,$545,$0,$276,$821,$0,$0,12/31/17
Illinois,15,"SPOERER, CARL",Democratic Party,Challenger,"$26,196","$8,228",$500,"$16,118","$25,988",$208,$1,4/5/18
Illinois,16,"KINZINGER, ADAM",Republican Party,Incumbent,"$1,471,156","$352,869","$519,529",$0,"$1,465,172","$1,483,803",$0,6/30/18
Illinois,16,"ARROYAVE, NATHAN",Democratic Party,Challenger,"$1,572","$1,572",$0,$0,$551,"$1,021",$0,6/30/17
Illinois,16,"BRIEL, AMY",Democratic Party,Challenger,"$17,421","$5,666",$0,"$11,755","$20,567","$4,024",$750,3/31/18
Illinois,16,"DADY, SARA",Democratic Party,Challenger,"$214,705","$204,945","$5,300","$2,750","$207,999","$6,706",$0,6/30/18
Illinois,16,"MARTER, JAMES THOMAS",Republican Party,Challenger,"$63,461","$20,024",$0,"$43,275","$62,185","$1,276","$35,437",6/30/18
Illinois,16,"MINELLI, CHRISTOPHER RYAN",Democratic Party,Challenger,"$5,275","$5,175",$0,$100,"$5,275",$0,$0,6/30/18
Illinois,16,"MOHAMMAD, NEILL DR.",Democratic Party,Challenger,"$208,820","$196,120",$0,"$12,700","$212,160","-$3,339","$10,000",3/31/18
Illinois,16,"VERCOLIO-OSMUND, BETH",Democratic Party,Challenger,"$13,098","$13,098",$0,$0,$98,$420,$0,4/15/18
Illinois,17,"BUSTOS, CHERI",Democratic Party,Incumbent,"$2,872,475","$1,617,854","$1,202,627",$0,"$1,284,006","$3,124,575",$0,6/30/18
Illinois,17,"FAWELL, WILLIAM W",Republican Party,Challenger,"$24,072","$1,322",$0,"$10,000","$21,427","$2,225",$0,6/30/18
Illinois,17,"KLEINE, MARK A MR.",Republican Party,Challenger,"$563,101","$422,901","$5,200","$135,000","$563,101",$0,$0,3/31/18
Illinois,18,"LAHOOD, DARIN MCKAY",Republican Party,Incumbent,"$1,852,448","$675,331","$1,119,493",$0,"$608,854","$1,565,053",$0,6/30/18
Illinois,18,"DETERS, BRIAN",Democratic Party,Challenger,"$20,583","$19,566",$200,$817,"$19,735",$848,$0,6/30/18
Illinois,18,"RIENTS, DONALD",Republican Party,Challenger,"$1,060",$210,$0,$850,"$1,233",$9,$0,6/30/18
Illinois,18,"RODRIGUEZ, JUNIUS",Democratic Party,Challenger,"$40,253","$37,907",$310,"$1,926","$24,600","$15,653",$0,6/30/18
Indiana,01,"VISCLOSKY, PETER J.",Democratic Party,Incumbent,"$872,340","$307,848","$559,468",$0,"$613,439","$580,066",$0,6/30/18
Indiana,01,"IVANOVICH, ROSEANN P.",Republican Party,Challenger,"$9,910",$140,$0,"$9,770","$15,392","-$5,481","$6,600",4/18/18
Indiana,02,"WALORSKI SWIHART, JACKIE",Republican Party,Incumbent,"$2,062,653","$608,332","$1,265,726",$0,"$813,442","$1,305,196",$0,6/30/18
Indiana,02,"HACKETT, MARY PATRICIA",Democratic Party,Challenger,"$109,602","$108,140",$0,$500,"$108,428","$1,174",$0,6/30/18
Indiana,02,"HALL, MEL",Democratic Party,Challenger,"$1,419,242","$534,707","$59,725","$822,000","$939,790","$479,452","$800,000",6/30/18
Indiana,02,"JOSHI, YATISH J MR.",Democratic Party,Challenger,"$587,184","$16,633",$0,"$570,550","$586,923",$0,$0,6/30/18
Indiana,03,"BANKS, JAMES E",Republican Party,Incumbent,"$765,391","$364,990","$400,210",$0,"$407,250","$502,401","$59,981",6/30/18
Indiana,03,"BENDER, TYLER",Other,Challenger,$370,$270,$0,$100,$71,$299,$100,1/31/18
Indiana,03,"TRITCH, COURTNEY",Democratic Party,Challenger,"$499,736","$480,729","$6,973","$1,034","$188,871","$310,866",$0,6/30/18
Indiana,04,"BAIRD, JAMES R PHD",Republican Party,Open,"$295,398","$22,548","$20,750","$251,100","$244,757","$30,347","$250,000",6/30/18
Indiana,04,"BALLOCK, THOMAS",Write-In,Open,$122,$0,$0,$122,$0,$0,$0,12/31/17
Indiana,04,"BECK, TOBI",Democratic Party,Open,"$63,667","$47,399",$0,"$15,767","$46,406","$16,544","$5,000",6/30/18
Indiana,04,"BRAUN, STEVEN J",Republican Party,Open,"$1,241,320","$362,090","$37,850","$839,353","$1,241,320",$0,$0,6/30/18
Indiana,04,"MACKEY, JOSEPH WILLIAM MR",Democratic Party,Open,"$9,765","$9,616",$0,$149,"$8,790","$1,040",$0,6/30/18
Indiana,04,"MORALES, CESAR DIEGO",Republican Party,Open,"$575,738","$561,188","$14,550",$0,"$503,687","$72,051",$0,6/30/18
Indiana,04,"SHIPLEY, SHERYL",Democratic Party,Open,"$8,958","$8,958",$0,$0,"$7,484","$1,349",$0,1/2/18
Indiana,04,"THOMAS, JARED",Republican Party,Open,"$46,468","$31,334",$0,"$15,135","$46,468",$0,$0,5/25/18
Indiana,05,"BROOKS, SUSAN MRS.",Republican Party,Incumbent,"$976,366","$333,417","$618,382",$0,"$621,752","$1,702,504",$0,6/30/18
Indiana,05,"CHRISTIE, JENNIFER",Democratic Party,Challenger,"$4,605","$2,600",$0,$505,"$2,335","$2,268",$0,6/30/18
Indiana,05,"DUGDALE, SEAN",Democratic Party,Challenger,$434,$434,$0,$0,$434,$70,$0,3/31/18
Indiana,05,"HARTLEY, MICHAEL",Democratic Party,Challenger,"$3,052","$3,052",$0,$0,"$2,519",$533,$0,9/30/17
Indiana,05,"MOORE, KYLE BRENDEN",Democratic Party,Challenger,"$6,244","$5,194",$0,"$1,050","$4,639","$1,606",$0,6/30/18
Indiana,05,"THORNTON, DIERDRE",Democratic Party,Challenger,"$55,516","$49,756","$5,060",$700,"$26,513","$29,043",$529,6/30/18
Indiana,06,"CRIDER, MICHAEL R MR.",Republican Party,Open,"$69,075","$57,475","$11,550",$50,"$69,075",$0,$0,2/1/18
Indiana,06,"LAKE, JEANNINE LEE",Democratic Party,Open,"$11,711","$8,410",$915,"$2,386","$11,603",$209,"$2,386",6/30/18
Indiana,06,"LAMB, JONATHAN M.",Republican Party,Open,"$868,142","$46,931",$75,"$820,000","$867,726",$416,"$470,000",6/30/18
Indiana,06,"LAVE, KENNETH J.",Democratic Party,Open,"$5,424","$2,550",$0,"$2,874","$5,429",$8,$0,6/30/18
Indiana,06,"MACKENZIE, STEPHEN",Republican Party,Open,"$14,862","$5,713",$0,"$9,148","$14,425",$436,"$9,148",4/18/18
Indiana,06,"PENCE, GREGORY J.",Republican Party,Open,"$1,686,131","$1,427,993","$249,875",$0,"$1,431,619","$254,512",$0,6/30/18
Indiana,06,"PRUETT, JAMES",Democratic Party,Open,"$2,696","$2,456",$100,$0,"$2,625","$1,573",$0,3/31/18
Indiana,07,"CARSON, ANDRE",Democratic Party,Incumbent,"$725,724","$330,169","$377,100",$0,"$601,228","$947,843",$0,6/30/18
Indiana,07,"HARMON, WAYNE E",Republican Party,Challenger,$606,$20,$0,$386,$346,$79,$0,6/30/18
Indiana,07,"MINIEAR, J D",Republican Party,Challenger,"$1,375","$1,375",$0,$0,"$1,375",$0,$0,5/16/18
Indiana,07,"VAN PELT, TONY",Republican Party,Challenger,"$7,146","$7,046",$0,$100,"$7,146",$0,$0,5/11/18
Indiana,08,"BUCSHON, LARRY D.",Republican Party,Incumbent,"$698,071","$203,943","$473,475",$0,"$678,589","$332,343",$0,6/30/18
Indiana,08,"MOSS, RICHARD MARC",Republican Party,Challenger,"$138,908","$34,093",$0,"$104,715","$139,857",$666,"$81,199",6/30/18
Indiana,08,"TANOOS, WILLIAM",Democratic Party,Challenger,"$155,524","$139,848","$3,800","$4,376","$135,838","$19,686","$2,461",6/30/18
Indiana,09,"HOLLINGSWORTH, TREY",Republican Party,Incumbent,"$1,150,273","$241,118","$874,856",$747,"$542,002","$608,576","$576,016",6/30/18
Indiana,09,"CANON, DANIEL J",Democratic Party,Challenger,"$453,157","$440,412","$2,727","$7,900","$445,426","$7,731","$2,279",6/30/18
Indiana,09,"CHATLOS, ROBERT",Democratic Party,Challenger,"$3,015","$1,015",$0,"$2,000","$2,800",$215,$0,4/18/18
Indiana,09,"CURTIS, TOD",Democratic Party,Challenger,"$54,630","$27,130","$7,500","$20,000","$54,630",$0,$0,12/31/17
Indiana,09,"WATSON, LIZ",Democratic Party,Challenger,"$1,072,970","$866,517","$176,000","$27,286","$601,622","$471,348","$15,000",6/30/18
Iowa,01,"BLUM, RODNEY",Republican Party,Incumbent,"$1,780,866","$688,720","$407,057","$500,095","$221,138","$1,607,295","$614,119",6/30/18
Iowa,01,"FINKENAUER, ABBY",Democratic Party,Challenger,"$1,862,401","$1,432,268","$330,287",$0,"$1,023,241","$839,160",$0,6/30/18
Iowa,01,"HECKROTH, THOMAS",Democratic Party,Challenger,"$340,006","$336,498",$0,"$1,623","$336,319","$3,687",$0,6/30/18
Iowa,01,"RAMSEY, GEORGE",Democratic Party,Challenger,"$71,613","$50,213",$0,"$21,400","$63,690","$7,923","$37,206",6/30/18
Iowa,01,"ROWE, COURTNEY L MRS.",Democratic Party,Challenger,"$16,286","$14,495",$15,"$1,776","$15,595",$692,$0,6/30/18
Iowa,02,"LOEBSACK, DAVID WAYNE",Democratic Party,Incumbent,"$1,549,156","$704,570","$837,575",$0,"$517,569","$1,992,294",$0,6/30/18
Iowa,02,"CALIGIURI, GINNY",Republican Party,Challenger,"$53,972","$45,715",$0,"$8,257","$45,133","$8,838","$11,256",6/30/18
Iowa,02,"PETERS, CHRISTOPHER",Republican Party,Challenger,"$523,323","$175,901","$1,500","$120,200","$502,606","$28,491","$120,000",6/30/18
Iowa,03,"YOUNG, DAVID",Republican Party,Incumbent,"$1,758,963","$364,078","$1,035,950","$5,400","$408,419","$1,434,629","$212,500",6/30/18
Iowa,03,"AXNE, CINDY",Democratic Party,Challenger,"$1,076,543","$949,956","$83,255","$24,082","$611,353","$465,189","$12,000",6/30/18
Iowa,03,"D'ALESSANDRO, PETE",Democratic Party,Challenger,"$366,312","$346,820","$9,620",$250,"$360,202","$6,110",$0,6/30/18
Iowa,03,"FRERICK, AUSTIN RONALD",Democratic Party,Challenger,"$55,240","$54,454",$0,$740,"$55,240",$0,$0,3/31/18
Iowa,03,"GREENFIELD, THERESA",Democratic Party,Challenger,"$404,079","$382,675","$9,000","$12,396","$359,321","$44,757",$0,6/30/18
Iowa,03,"MAURO, EDDIE J.",Democratic Party,Challenger,"$768,969","$247,867",$0,"$516,030","$763,977","$4,992","$516,935",6/30/18
Iowa,03,"RYAN, HEATHER A",Democratic Party,Challenger,$505,$505,$0,$0,$183,$322,$0,9/30/17
Iowa,03,"RYON, ANNA",Democratic Party,Challenger,"$5,996","$5,996",$0,$0,"$5,996",$0,$0,7/18/17
Iowa,03,"SHERZAN, MICHAEL THOMAS",Democratic Party,Challenger,"$60,712","$24,167",$0,"$36,545","$60,712",$0,$0,6/30/17
Iowa,04,"KING, STEVE MR.",Republican Party,Incumbent,"$509,699","$365,607","$143,568",$0,"$518,748","$117,554",$0,6/30/18
Iowa,04,"DEAM, DIRK J",Democratic Party,Challenger,"$2,583","$1,583",$0,"$1,000","$2,583",$0,$0,6/30/17
Iowa,04,"HANSON, CYNDI",Republican Party,Challenger,"$34,136","$10,895",$0,"$21,276","$31,942","$2,193","$29,706",6/30/18
Iowa,04,"JACOBSEN, LEANN",Democratic Party,Challenger,"$276,410","$190,421","$1,000","$82,291","$276,410",$0,"$54,434",6/26/18
Iowa,04,"PASCHEN, JOHN JOSEPH",Democratic Party,Challenger,"$134,554","$90,734",$133,"$42,725","$112,802","$21,752","$40,000",6/30/18
Iowa,04,"SCHOLTEN, JAMES D.",Democratic Party,Challenger,"$776,347","$740,343","$7,342","$22,624","$521,481","$254,566","$5,809",6/30/18
Iowa,04,"WEAVER, KIMBERLY",Democratic Party,Challenger,"$202,902","$202,902",$0,$0,"$200,275","$15,602","$10,795",6/30/18
Kansas,01,"MARSHALL, ROGER W",Republican Party,Incumbent,"$1,096,677","$306,088","$627,093",$0,"$490,600","$624,436","$85,000",6/30/18
Kansas,01,"HUELSKAMP, TIMOTHY A REP.",Republican Party,Challenger,"$3,844",$375,"$2,985",$0,"$22,094","$65,744",$0,6/30/18
Kansas,01,"LAPOLICE, ALAN",Democratic Party,Challenger,"$110,949","$110,949",$0,$0,"$39,000","$70,973","$20,000",6/30/18
Kansas,02,"BEVENS, MATTHEW RYAN",Republican Party,Open,"$16,101","$6,101",$0,"$10,000","$11,163","$4,937","$10,000",4/11/18
Kansas,02,"DAVIS, PAUL T.",Democratic Party,Open,"$1,514,537","$1,200,174","$271,800","$8,356","$619,991","$894,671","$79,867",6/30/18
Kansas,02,"FIELDS, VERNON JAMES",Republican Party,Open,"$20,497","$2,450",$0,"$18,047","$19,171","-$3,211","$16,962",6/30/18
Kansas,02,"FITZGERALD, STEPHEN EDWARD",Republican Party,Open,"$445,442","$143,180","$1,000",$0,"$115,255","$290,838","$303,481",6/30/18
Kansas,02,"JONES, KEVIN",Republican Party,Open,"$126,337","$66,237",$0,"$60,100","$64,188","$62,159",$0,6/30/18
Kansas,02,"MAYS, MARION DOUGLAS",Republican Party,Open,"$108,204","$7,204",$0,"$101,000","$85,888","$22,316","$101,000",6/30/18
Kansas,02,"PYLE, DENNIS",Republican Party,Open,"$134,041","$134,041",$0,$0,"$13,046","$120,995",$526,6/30/18
Kansas,02,"SOAVE, ANTONIO",Republican Party,Open,"$41,050","$41,050",$0,$0,"$15,998","$30,697",$0,6/30/18
Kansas,02,"TANNAHILL, TYLER NATHAN",Republican Party,Open,"$77,819","$12,719",$0,"$65,100","$77,819",$0,$0,5/23/18
Kansas,02,"TYSON, CARYN",Republican Party,Open,"$469,100","$214,320","$36,250","$218,530","$68,606","$400,494","$205,476",6/30/18
Kansas,02,"WATKINS, STEVE",Republican Party,Open,"$614,204","$138,101","$1,000","$475,101","$238,028","$376,176","$475,100",6/30/18
Kansas,02,"JENKINS, LYNN*",Republican Party,Incumbent,"$6,853",$100,"$1,475",$0,"$83,474","$902,140",$0,6/30/18
Kansas,03,"YODER, KEVIN",Republican Party,Incumbent,"$2,691,186","$1,039,911","$1,514,114",$0,"$1,257,572","$1,868,967",$0,6/30/18
Kansas,03,"DAVIDS, SHARICE",Democratic Party,Challenger,"$299,503","$289,503","$10,000",$0,"$153,778","$145,725","$44,947",6/30/18
Kansas,03,"HAULMARK, CHRIS",Democratic Party,Challenger,"$10,982","$9,222",$0,"$1,760","$4,550","-$1,418",$0,6/30/18
Kansas,03,"KEEGAN, TREVOR",Republican Party,Challenger,"$6,445","$2,945",$0,"$3,500","$3,880","$2,565","$3,500",6/30/18
Kansas,03,"MCCAMON, MIKE",Democratic Party,Challenger,"$166,607","$27,540",$0,"$139,050","$29,535","$137,072","$138,132",6/30/18
Kansas,03,"MCCONNELL, JOSEPH",Democratic Party,Challenger,"$36,183","$25,158",$0,"$11,025","$36,183",$0,$0,7/12/17
Kansas,03,"NIERMANN, TOM",Democratic Party,Challenger,"$697,687","$695,187","$2,500",$0,"$312,439","$385,248","$29,300",6/30/18
Kansas,03,"RAMSEY, ANDREA",Democratic Party,Challenger,"$572,664","$417,630","$16,500","$138,534","$464,134","$108,530",$0,6/30/18
Kansas,03,"SIDIE, JAY",Democratic Party,Challenger,"$99,391","$41,404",$0,$0,"$102,329","$6,934","$2,800",6/30/18
Kansas,03,"WELDER, BRENT",Democratic Party,Challenger,"$675,985","$567,337","$51,782","$56,782","$276,982","$399,003",$0,6/30/18
Kansas,03,"WILLIAMS, SYLVIA",Democratic Party,Challenger,"$311,399","$53,399",$0,$0,"$78,624","$232,775","$258,000",6/30/18
Kansas,04,"ASHBY, JOSEPH",Republican Party,Open,"$5,330","$4,115",$0,"$1,215","$5,430",$0,$0,7/11/17
Kansas,04,"BRUCE, GEORGE C MR.",Republican Party,Open,"$56,300","$45,900",$0,"$10,400","$56,300",$0,$0,4/14/17
Kansas,04,"COBB, ALAN EARL",Republican Party,Open,"$150,370","$147,072",$0,$0,"$150,370",$0,$0,9/30/17
Kansas,04,"WALKER, VERNON CHARLES S",Democratic Party,Open,"$4,285","$4,185",$0,$100,"$4,006",$279,$0,4/15/17
Kansas,04,"ESTES, RON",Republican Party,Incumbent,"$1,446,278","$753,614","$633,074",$0,"$869,695","$576,583",$0,6/30/18
Kansas,04,"POMPEO, MICHAEL R*",Republican Party,Incumbent,"$5,819",$0,$0,$0,"$120,975","$989,080",$0,6/30/18
Kansas,04,"ESTES, RON M.",Republican Party,Challenger,"$2,078",$0,$0,"$2,078","$1,838",$240,$0,6/30/18
Kansas,04,"LOMBARD, LAURA",Democratic Party,Challenger,"$105,437","$94,577","$1,250","$9,609","$102,736","$2,701","$8,284",6/30/18
Kansas,04,"THOMPSON, JAMES A MR.",Democratic Party,Challenger,"$1,095,480","$1,064,115","$27,858",$0,"$1,054,258","$41,221","$1,600",6/30/18
Kentucky,01,"COMER, JAMES",Republican Party,Incumbent,"$582,567","$223,683","$335,691",$0,"$227,329","$439,802",$0,6/30/18
Kentucky,01,"WALKER, PAUL",Democratic Party,Challenger,"$15,049","$12,065",$0,$0,"$11,881","$3,168",$0,6/30/18
Kentucky,02,"GUTHRIE, S. BRETT HON.",Republican Party,Incumbent,"$1,541,502","$272,801","$1,260,714",$0,"$926,159","$2,396,908",$0,6/30/18
Kentucky,02,"LINDERMAN, HANK",Democratic Party,Challenger,"$85,360","$74,138","$1,222","$10,000","$82,400","$2,959","$10,000",6/30/18
Kentucky,02,"SESSIONS, RANE EIR OLIVIA",Democratic Party,Challenger,"$5,753","$3,655",$0,"$2,098","$6,298",$0,-$117,5/23/18
Kentucky,02,"SHORT, GRANT",Democratic Party,Challenger,"$1,838","$1,803",$0,$0,"$4,109",$0,$0,6/22/18
Kentucky,03,"YARMUTH, JOHN A",Democratic Party,Incumbent,"$545,590","$243,243","$301,987",$0,"$415,156","$543,128","$132,262",6/30/18
Kentucky,03,"GLISSON, VICKIE YATES BROWN",Republican Party,Challenger,"$465,356","$413,942","$35,000","$16,415","$108,580","$356,777","$11,500",6/30/18
Kentucky,04,"MASSIE, THOMAS H.",Republican Party,Incumbent,"$248,228","$117,864","$96,200",$0,"$229,693","$263,133",$0,6/30/18
Kentucky,04,"HALL, SETH BLANE 1962",Democratic Party,Challenger,"$48,973","$16,973",$0,"$32,000","$21,318","$3,314",$0,6/30/18
Kentucky,04,"O'CULL, SAYRE CHRISTIAN",Democratic Party,Challenger,$1,$1,$0,$0,$0,$1,$0,9/30/17
Kentucky,04,"PIATT, PATTI",Democratic Party,Challenger,"$36,120","$20,320","$1,200","$14,600","$36,120",$0,$0,5/24/18
Kentucky,05,"ROGERS, HAROLD DALLAS",Republican Party,Incumbent,"$635,287","$231,624","$389,250",$0,"$698,472","$1,037,700",$0,6/30/18
Kentucky,05,"SERRANO, GERARDO",Republican Party,Challenger,"$29,980","$2,280",$0,"$27,700","$9,286","$5,496","$23,187",6/30/18
Kentucky,05,"STEPP, KENNETH STEPHENSON",Democratic Party,Challenger,"$1,466",$935,$0,$531,$901,$564,$0,6/30/18
Kentucky,06,"BARR, GARLAND ANDY",Republican Party,Incumbent,"$3,168,919","$1,502,436","$1,371,921",$0,"$877,907","$2,767,591",$0,6/30/18
Kentucky,06,"GRAY, JAMES P.",Democratic Party,Challenger,"$1,681,749","$1,384,509","$41,040","$250,000","$1,665,187","$16,563","$2,600",6/30/18
Kentucky,06,"MCGRATH, AMY",Democratic Party,Challenger,"$3,024,975","$2,740,632","$117,952","$3,573","$2,291,204","$733,771","$73,748",6/30/18
Kentucky,06,"THOMAS, REGINALD LEONARD ""REGGIE""",Democratic Party,Challenger,"$351,413","$288,413","$3,700","$59,300","$349,690","$1,722","$58,200",6/30/18
Kentucky,06,"YOUNG, GEOFFREY M",Democratic Party,Challenger,"$9,278","$1,054",$0,"$7,600","$10,182","$1,356","$7,600",6/30/18
Louisiana,01,"SCALISE, STEVE MR",Republican Party,Incumbent,"$4,166,949","$969,743","$123,530",$0,"$2,691,023","$1,889,165",$0,6/30/18
Louisiana,01,"FRANCIS, JIM",Democratic Party,Challenger,"$39,887","$34,143",$0,"$2,744","$20,820","$10,613","$2,000",6/30/18
Louisiana,01,"KEARNEY, HOWARD",Libertarian Party,Challenger,"$6,710","$1,710",$0,"$5,000","$4,312","$2,398",$0,6/30/18
Louisiana,01,"SAVOIE, TAMMY MARIE DR",Democratic Party,Challenger,"$39,745","$22,245",$0,"$17,500","$26,782","$12,963","$17,500",6/30/18
Louisiana,02,"RICHMOND, CEDRIC L.",Democratic Party,Incumbent,"$1,092,561","$233,687","$855,101",$0,"$725,682","$727,967","$8,000",6/30/18
Louisiana,03,"HIGGINS, CLAY CAPTAIN",Republican Party,Incumbent,"$704,125","$468,795","$235,300",$0,"$527,202","$201,731",$0,6/30/18
Louisiana,03,"ANDERSON, ROBERT JON",Democratic Party,Challenger,"$7,284","$5,884",$0,"$1,400","$7,515",-$222,$0,6/30/18
Louisiana,03,"CONNER, PHILLIP DR",Democratic Party,Challenger,"$132,839","$46,214",$0,"$86,625","$125,637","$4,263","$44,435",6/30/18
Louisiana,03,"GUILLORY, JOSHUA S",Republican Party,Challenger,"$284,811","$182,011",$0,"$102,800","$190,547","$94,564","$52,800",6/30/18
Louisiana,03,"LANGLINAIS, DAVID CHARLES",Independent,Challenger,"$1,666","$1,571",$0,$95,"$1,056",$610,$0,6/30/18
Louisiana,03,"METHVIN, MIMI",Democratic Party,Challenger,"$81,077","$65,077",$0,"$16,000","$46,677","$34,400","$16,000",6/30/18
Louisiana,03,"RADER, LARRY",Democratic Party,Challenger,"$12,116",$0,$0,"$12,116","$13,116",$603,"$43,064",6/30/18
Louisiana,04,"JOHNSON, JAMES MICHAEL",Republican Party,Incumbent,"$898,664","$509,902","$388,200",$0,"$346,396","$653,276",$0,6/30/18
Louisiana,05,"ABRAHAM, RALPH LEE DR. JR.",Republican Party,Incumbent,"$675,630","$373,379","$295,200",$0,"$464,088","$419,704",$0,6/30/18
Louisiana,06,"GRAVES, GARRET",Republican Party,Incumbent,"$1,729,593","$391,287","$780,999",$0,"$655,519","$1,916,791",$0,6/30/18
Louisiana,06,"DEWITT, JUSTIN",Democratic Party,Challenger,"$23,450","$22,950",$500,$0,"$19,846","$3,604",$985,6/30/18
Louisiana,06,"SAIZAN, ANDIE",Democratic Party,Challenger,"$9,215","$7,215",$0,"$2,000","$7,179","$2,036","$6,451",6/30/18
Maine,01,"PINGREE, CHELLIE M",Democratic Party,Incumbent,"$399,000","$246,816","$152,000",$0,"$246,404","$685,889","$20,000",6/30/18
